externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface;calcMode
"379";"KV-Ép";2220;1695;2215;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"379";"KV-Ép";2220;1695;2215;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"379";"KV-Ép";2220;1695;2145;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"379";"KV-Ép";2220;1695;1593;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"379";"KV-Ép";2220;1695;2167;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"379";"KV-Ép";2220;1695;2100;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"380";"KV-Ép";2230;1655;2225;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"380";"KV-Ép";2230;1655;2225;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"380";"KV-Ép";2230;1655;2155;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"380";"KV-Ép";2230;1655;1553;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"380";"KV-Ép";2230;1655;2177;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"380";"KV-Ép";2230;1655;2110;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"381";"KV-Ép";2225;1660;2220;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"381";"KV-Ép";2225;1660;2220;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"381";"KV-Ép";2225;1660;2150;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"381";"KV-Ép";2225;1660;1558;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"381";"KV-Ép";2225;1660;2172;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"381";"KV-Ép";2225;1660;2105;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"382";"KV-Ép";2220;1665;2215;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"382";"KV-Ép";2220;1665;2215;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"382";"KV-Ép";2220;1665;2145;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"382";"KV-Ép";2220;1665;1563;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"382";"KV-Ép";2220;1665;2167;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"382";"KV-Ép";2220;1665;2100;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"383";"KV-Ép";2230;1665;2225;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"383";"KV-Ép";2230;1665;2225;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"383";"KV-Ép";2230;1665;2155;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"383";"KV-Ép";2230;1665;1563;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"383";"KV-Ép";2230;1665;2177;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"383";"KV-Ép";2230;1665;2110;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"384";"KV-Ép";2245;1660;2240;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"384";"KV-Ép";2245;1660;2240;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"384";"KV-Ép";2245;1660;2170;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"384";"KV-Ép";2245;1660;1558;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"384";"KV-Ép";2245;1660;2192;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"384";"KV-Ép";2245;1660;2125;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"385";"KV-Ép";2245;1670;2240;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"385";"KV-Ép";2245;1670;2240;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"385";"KV-Ép";2245;1670;2170;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"385";"KV-Ép";2245;1670;1568;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"385";"KV-Ép";2245;1670;2192;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"385";"KV-Ép";2245;1670;2125;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"386";"KV-Ép";2230;1660;2225;;1;0;1;"RAL 8003";NP-T-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"386";"KV-Ép";2230;1660;2225;;1;0;1;"RAL 8003";NP-TF-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"386";"KV-Ép";2230;1660;2155;;1;0;1;"RAL 8003";NP-SZ-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"386";"KV-Ép";2230;1660;1558;;1;0;1;"RAL 8003";NP-SL2-9010;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"386";"KV-Ép";2230;1660;2177;;1;0;1;"RAL 8003";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
"386";"KV-Ép";2230;1660;2110;;1;0;1;"RAL 8003";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=kurblis;SM;Gyartasi
